	samples	labels	predictions	dairy	eel	feces	fresh meat	herring	mackerel	processed meat	salmon	shrimp	spices/herbs/vegetables	trout	experiment
46	L01798	fresh meat	fresh meat	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Source_2
47	L00456	processed meat	fresh meat	0.0	0.0	0.0	0.7201270857490132	0.0	0.0	0.2798729142509883	0.0	0.0	0.0	0.0	Source_2
48	L00473	fresh meat	fresh meat	0.0	0.0	0.0	0.99795	0.0	0.0	0.0020499999999999997	0.0	0.0	0.0	0.0	Source_2
49	L00499	fresh meat	fresh meat	0.0	0.0	0.0	0.999	0.001	0.0	0.0	0.0	0.0	0.0	0.0	Source_2
50	L00646	fresh meat	fresh meat	0.0	0.0	0.001	0.97	0.017	0.0	0.002	0.01	0.0	0.0	0.0	Source_2
51	L00814	fresh meat	fresh meat	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Source_2
52	L01014	fresh meat	fresh meat	0.0	0.0	0.0	0.999	0.001	0.0	0.0	0.0	0.0	0.0	0.0	Source_2
53	L01623	fresh meat	fresh meat	0.0	0.0	0.0	0.982	0.0	0.0	0.018	0.0	0.0	0.0	0.0	Source_2
54	L01795	processed meat	fresh meat	0.0	0.0	0.076	0.6946825396825398	0.0	0.0	0.2293174603174603	0.0	0.0	0.0	0.0	Source_2
55	L01800	processed meat	fresh meat	0.0	0.0	0.076	0.6946825396825398	0.0	0.0	0.2293174603174603	0.0	0.0	0.0	0.0	Source_2
56	L00749	processed meat	fresh meat	0.0	0.296	0.003	0.6874607371794873	0.0	0.0	0.012539262820512822	0.001	0.0	0.0	0.0	Source_2
57	L00766	spices/herbs/vegetables	processed meat	0.0	0.0	0.007333333333333334	0.2506977252159605	0.014	0.009237301587301587	0.6769689414507061	0.038762698412698415	0.003	0.0	0.0	Source_2
58	L00768	spices/herbs/vegetables	processed meat	0.0	0.0	0.007333333333333334	0.2318900329082682	0.013	0.009070634920634922	0.6527766337583983	0.035929365079365075	0.05	0.0	0.0	Source_2
59	L01162	salmon	salmon	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	Source_2
60	L01733	processed meat	processed meat	0.0	0.0	0.002	0.21633333333333332	0.001	0.0	0.6416666666666667	0.137	0.0	0.001	0.001	Source_2
61	L01799	processed meat	fresh meat	0.0	0.01909166666666667	0.0	0.7059047619047619	0.0016666666666666666	0.004	0.07042857142857142	0.04	0.0	0.149	0.009908333333333331	Source_2
62	L00480	fresh meat	fresh meat	0.0	0.0	0.0	0.996	0.002	0.0	0.001	0.001	0.0	0.0	0.0	Source_2
63	L00926	fresh meat	fresh meat	0.0	0.001	0.0	0.7074023809523815	0.001	0.0002222222222222222	0.286597619047619	0.0037777777777777775	0.0	0.0	0.0	Source_2
64	L01194	processed meat	fresh meat	0.0	0.0	0.0	0.8694	0.0	0.0	0.056600000000000004	0.002	0.072	0.0	0.0	Source_2
65	L01436	fresh meat	fresh meat	0.0	0.0	0.0	0.7502022727272724	0.001	0.0	0.24779772727272723	0.0	0.0	0.001	0.0	Source_2
66	L01585	fresh meat	fresh meat	0.0	0.0	0.00175	0.30218333333333336	0.18538809523809519	0.17461190476190477	0.08106666666666665	0.0	0.255	0.0	0.0	Source_2
67	L00778	processed meat	processed meat	0.208	0.0	0.065	0.097	0.0	0.0	0.63	0.0	0.0	0.0	0.0	Source_2
68	L00951	fresh meat	processed meat	0.018183333333333333	0.0	0.04571666666666667	0.20942817460317456	0.001	0.0026666666666666666	0.6966718253968253	0.014	0.0024166666666666664	0.0069166666666666664	0.003	Source_2
69	L01140	processed meat	processed meat	0.0	0.0	0.001	0.20825944610944588	0.0	0.0	0.790740553890553	0.0	0.0	0.0	0.0	Source_2
70	L01152	fresh meat	fresh meat	0.0	0.0	0.0	0.9916228070175439	0.004	0.0	0.0033771929824561405	0.001	0.0	0.0	0.0	Source_2
71	L01274	dairy	dairy	0.948	0.0	0.026	0.002	0.0	0.0	0.024	0.0	0.0	0.0	0.0	Source_2
72	L01326	processed meat	processed meat	0.0	0.0	0.0	0.31877777777777777	0.015	0.0	0.6652222222222222	0.0	0.0	0.001	0.0	Source_2
73	L00397	salmon	salmon	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	Source_2
74	L00457	fresh meat	fresh meat	0.0	0.0	0.0065	0.6467619047619049	0.0015	0.06516428571428573	0.019738095238095242	0.032	0.003	0.22533571428571428	0.0	Source_2
75	L00507	feces	processed meat	0.11458333333333333	0.0	0.005833333333333333	0.036583333333333336	0.001	0.0	0.842	0.0	0.0	0.0	0.0	Source_2
76	L00721	processed meat	processed meat	0.0	0.0	0.0015	0.3015	0.0	0.0	0.686	0.008	0.001	0.001	0.001	Source_2
77	L00938	trout	salmon	0.0	0.0	0.0	0.415	0.0	0.0	0.0	0.585	0.0	0.0	0.0	Source_2
78	L01220	fresh meat	fresh meat	0.0	0.0	0.0025	0.7305	0.0	0.0	0.258	0.004	0.0	0.004	0.001	Source_2
79	L00295	herring	herring	0.0	0.0	0.004	0.06733333333333334	0.9016666666666666	0.001	0.013	0.006	0.0	0.005	0.002	Source_2
80	L00411	fresh meat	fresh meat	0.0	0.0	0.003	0.7779309523809526	0.0	0.00011904761904761905	0.21506904761904755	0.0	0.0	0.001	0.0028809523809523807	Source_2
81	L00326	herring	herring	0.0	0.0	0.0	0.16548809523809527	0.633	0.0	0.19751190476190472	0.0	0.0	0.004	0.0	Source_2
82	L01192	fresh meat	fresh meat	0.0	0.0	0.001	0.9805	0.0125	0.0	0.001	0.002	0.001	0.002	0.0	Source_2
83	L01588	fresh meat	fresh meat	0.0	0.0	0.001	0.9026666666666665	0.002	0.0	0.04833333333333333	0.001	0.0	0.045	0.0	Source_2
84	L00579	feces	processed meat	0.0	0.0	0.003	0.4838714285714282	0.008	0.0	0.5011285714285719	0.0	0.0	0.004	0.0	Source_2
85	L00458	fresh meat	fresh meat	0.0	0.0	0.001	0.9568	0.0	0.0	0.0212	0.001	0.0	0.02	0.0	Source_2
86	L01354	trout	trout	0.0	0.0	0.0	0.0	0.0	0.08798219126132048	0.0	0.0	0.0	0.0	0.9120178087386809	Source_2
87	L01836	fresh meat	fresh meat	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Source_2
88	L01112	processed meat	fresh meat	0.001	0.0	0.0	0.6723111111111111	0.002	0.0	0.3226888888888888	0.0	0.002	0.0	0.0	Source_2
89	L01500	processed meat	fresh meat	0.0	0.0	0.0	0.669444054556554	0.0	0.0	0.33055594544344524	0.0	0.0	0.0	0.0	Source_2
90	L00995	fresh meat	fresh meat	0.0	0.0	0.0	0.9465833333333333	0.049	0.0	0.002416666666666667	0.0	0.0	0.0	0.002	Source_2
0	L00529	feces	fresh meat	0.42562619047619027	0.0	0.0	0.565040476190476	0.0	0.0	0.005333333333333333	0.0	0.0	0.0	0.004	Source_2
1	L00711	fresh meat	fresh meat	0.0	0.035	0.0	0.664625	0.015	0.011	0.188375	0.031	0.002	0.036	0.017	Source_2
2	L00731	processed meat	fresh meat	0.0	0.001	0.001	0.7118452380952383	0.003	0.0	0.19715476190476183	0.039	0.004	0.041	0.002	Source_2
3	L00804	processed meat	fresh meat	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Source_2
4	L00831	fresh meat	fresh meat	0.0	0.0	0.004	0.7900785714285713	0.0	0.0	0.19492142857142863	0.011	0.0	0.0	0.0	Source_2
5	L00833	processed meat	processed meat	0.0	0.0	0.0	0.0215	0.0	0.0	0.9785	0.0	0.0	0.0	0.0	Source_2
6	L00909	fresh meat	fresh meat	0.0	0.0	0.0	0.8985	0.0	0.0	0.1015	0.0	0.0	0.0	0.0	Source_2
7	L00921	fresh meat	processed meat	0.0	0.0	0.0	0.2642433621933621	0.0	0.0	0.735756637806637	0.0	0.0	0.0	0.0	Source_2
8	L00992	processed meat	fresh meat	0.0	0.0	0.0	0.858	0.0	0.0	0.142	0.0	0.0	0.0	0.0	Source_2
9	L01046	fresh meat	processed meat	0.0	0.0	0.0	0.34294117647058825	0.0	0.0	0.6570588235294117	0.0	0.0	0.0	0.0	Source_2
10	L01083	fresh meat	fresh meat	0.0	0.0	0.004	0.7900785714285713	0.0	0.0	0.19492142857142863	0.011	0.0	0.0	0.0	Source_2
11	L01195	trout	trout	0.0	0.0	0.0	0.069	0.0	0.0	0.019	0.003	0.0	0.005	0.904	Source_2
12	L01223	fresh meat	fresh meat	0.0011666666666666665	0.0	0.005	0.8407785714285713	0.0	0.0	0.14105476190476188	0.008	0.0	0.001	0.003	Source_2
13	L01241	fresh meat	fresh meat	0.0	0.0	0.004	0.7900785714285713	0.0	0.0	0.19492142857142863	0.011	0.0	0.0	0.0	Source_2
14	L01582	fresh meat	fresh meat	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Source_2
15	L00298	salmon	salmon	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.997	0.0	0.0	0.001	Source_2
16	L00528	trout	trout	0.0	0.0	0.0	0.001	0.0	0.001	0.0	0.113	0.0	0.0	0.885	Source_2
17	L00657	fresh meat	fresh meat	0.0	0.028	0.001	0.468	0.001	0.042	0.447	0.0	0.0	0.001	0.012	Source_2
18	L00779	fresh meat	fresh meat	0.0	0.0	0.0	0.9271435936818851	0.0	0.0	0.07285640631811534	0.0	0.0	0.0	0.0	Source_2
19	L00783	processed meat	processed meat	0.0	0.0	0.002	0.2041666666666667	0.0	0.001	0.7848333333333334	0.005	0.001	0.002	0.0	Source_2
20	L00820	processed meat	fresh meat	0.0	0.0	0.0	0.6744432517765004	0.0	0.0	0.32555674822349806	0.0	0.0	0.0	0.0	Source_2
21	L00847	salmon	salmon	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.65	0.0	0.0	0.35	Source_2
22	L00863	processed meat	fresh meat	0.0	0.0	0.0	0.8893854978354978	0.0	0.0	0.10761450216450218	0.002	0.001	0.0	0.0	Source_2
23	L00889	processed meat	fresh meat	0.0	0.0	0.0	0.9744461062747841	0.002	0.0	0.023553893725215536	0.0	0.0	0.0	0.0	Source_2
24	L01017	shrimp	shrimp	0.0	0.0	0.0	0.017416666666666667	0.319	0.001	0.03158333333333334	0.005	0.624	0.002	0.0	Source_2
25	L01035	fresh meat	fresh meat	0.0	0.02	0.0	0.659	0.007	0.094	0.005	0.034	0.0	0.172	0.009	Source_2
26	L01104	fresh meat	fresh meat	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Source_2
27	L01107	herring	mackerel	0.0	0.0	0.109	0.03155533596837945	0.003	0.481	0.21311133069828722	0.005	0.154	0.0033333333333333335	0.0	Source_2
28	L01121	salmon	salmon	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.647	0.0	0.001	0.35	Source_2
29	L01226	trout	trout	0.0	0.0	0.0	0.001	0.0	0.001	0.0	0.113	0.0	0.0	0.885	Source_2
30	L01592	fresh meat	spices/herbs/vegetables	0.0	0.0	0.0	0.39485000000000003	0.0	0.0075	0.16755	0.0065	0.0	0.42360000000000003	0.0	Source_2
31	L01730	fresh meat	fresh meat	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Source_2
32	L01851	fresh meat	processed meat	0.0	0.0	0.0	0.0215	0.0	0.0	0.9785	0.0	0.0	0.0	0.0	Source_2
33	L00679	fresh meat	fresh meat	0.0	0.0	0.002	0.9515595238095237	0.0	0.0	0.04444047619047619	0.0	0.002	0.0	0.0	Source_2
34	L00787	fresh meat	fresh meat	0.0	0.0	0.0	0.8868723443223443	0.0	0.0	0.11312765567765565	0.0	0.0	0.0	0.0	Source_2
35	L00848	fresh meat	fresh meat	0.0	0.0	0.0	0.9271435936818851	0.0	0.0	0.07285640631811534	0.0	0.0	0.0	0.0	Source_2
36	L01072	feces	feces	0.0	0.062	0.838	0.03440308123249299	0.001	0.0	0.055596918767507	0.008	0.0	0.001	0.0	Source_2
37	L01097	salmon	salmon	0.0	0.0	0.0	0.4756033596837945	0.0016666666666666666	0.0	0.009729973649538868	0.513	0.0	0.0	0.0	Source_2
38	L01129	herring	herring	0.0	0.002	0.0	0.033	0.922	0.002	0.002	0.005	0.0	0.033	0.001	Source_2
39	L01569	fresh meat	fresh meat	0.0	0.0	0.001	0.6670156862745098	0.00575	0.0026071428571428574	0.3112343137254902	0.012392857142857143	0.0	0.0	0.0	Source_2
40	L01716	processed meat	fresh meat	0.0	0.0	0.0	0.7437321428571427	0.0	0.0	0.25326785714285716	0.003	0.0	0.0	0.0	Source_2
41	L01805	fresh meat	fresh meat	0.0	0.0	0.0	0.5514999066293184	0.0	0.0	0.44850009337068153	0.0	0.0	0.0	0.0	Source_2
42	L00339	salmon	salmon	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	Source_2
43	L00722	fresh meat	feces	0.0	0.0	0.579	0.2642880305968541	0.011	0.0007	0.1187119694031459	0.016300000000000002	0.003	0.007	0.0	Source_2
44	L00942	processed meat	processed meat	0.0	0.0	0.0	0.062	0.0	0.0014285714285714286	0.917	0.010571428571428572	0.0	0.008	0.001	Source_2
45	L01418	fresh meat	fresh meat	0.0	0.0	0.0	0.6384718097668055	0.0	0.0	0.3615281902331929	0.0	0.0	0.0	0.0	Source_2
46	L01810	fresh meat	fresh meat	0.0	0.0	0.0	0.8896943510737628	0.0	0.0	0.11030564892623718	0.0	0.0	0.0	0.0	Source_2
47	L00815	eel	eel	0.0	0.617	0.002	0.2593215007215007	0.0	0.0	0.1156784992784993	0.006	0.0	0.0	0.0	Source_2
48	L01079	fresh meat	salmon	0.0	0.0	0.0	0.153	0.041	0.32016309523809544	0.046	0.4398369047619045	0.0	0.0	0.0	Source_2
49	L01624	processed meat	trout	0.0	0.0	0.0	0.4036666666666666	0.002	0.0	0.048333333333333325	0.111	0.0	0.016	0.419	Source_2
50	L01804	fresh meat	fresh meat	0.0	0.0	0.0	0.6640892857142857	0.002	0.001	0.3299107142857139	0.001	0.001	0.001	0.0	Source_2
51	L00774	herring	fresh meat	0.0	0.0	0.004200000000000001	0.3763833333333334	0.098	0.001	0.14241666666666666	0.003	0.372	0.003	0.0	Source_2
52	L00803	processed meat	shrimp	0.0	0.0	0.007	0.22726666666666664	0.0	0.001	0.18773333333333334	0.031	0.543	0.003	0.0	Source_2
53	L00830	mackerel	fresh meat	0.0	0.0	0.004200000000000001	0.3763833333333334	0.098	0.001	0.14241666666666666	0.003	0.372	0.003	0.0	Source_2
54	L01586	salmon	salmon	0.0	0.0	0.0	0.02	0.006	0.4263797619047621	0.009	0.538620238095238	0.0	0.0	0.0	Source_2
55	L01631	herring	herring	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	Source_2
56	L00907	fresh meat	feces	0.4264440476190474	0.0	0.5078059523809528	0.06308333333333334	0.0	0.0	0.0006666666666666666	0.001	0.0	0.001	0.0	Source_2
57	L01219	fresh meat	fresh meat	0.0	0.0	0.0067666666666666665	0.42566666666666675	0.0	0.0	0.14356666666666668	0.001	0.423	0.0	0.0	Source_2
58	L01812	processed meat	processed meat	0.0	0.0	0.0	0.062	0.0	0.0014285714285714286	0.917	0.010571428571428572	0.0	0.008	0.001	Source_2
59	L00329	salmon	salmon	0.0	0.0	0.0	0.0415	0.001	0.0	0.00125	0.862	0.0	0.00125	0.093	Source_2
60	L00330	salmon	salmon	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.999	0.0	0.0	0.0	Source_2
61	L00359	spices/herbs/vegetables	mackerel	0.0	0.001	0.002	0.127	0.002	0.643	0.002	0.117	0.0	0.106	0.0	Source_2
62	L00375	fresh meat	fresh meat	0.0	0.0	0.002	0.8660757575757576	0.007	0.04855	0.007924242424242424	0.06745	0.0	0.001	0.0	Source_2
63	L00396	salmon	salmon	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.999	0.0	0.0	0.0	Source_2
64	L00822	fresh meat	fresh meat	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Source_2
65	L01050	fresh meat	fresh meat	0.0	0.0	0.0055	0.9564888888888889	0.009566666666666668	0.0	0.023444444444444445	0.001	0.0	0.002	0.002	Source_2
66	L01142	fresh meat	feces	0.007	0.0	0.4471666666666666	0.12696451326451338	0.0	0.001	0.4028688200688203	0.003	0.005333333333333334	0.006666666666666666	0.0	Source_2
67	L01235	fresh meat	fresh meat	0.0	0.0	0.0	0.9536190476190477	0.0	0.0	0.02238095238095238	0.0	0.0	0.024	0.0	Source_2
68	L00438	fresh meat	fresh meat	0.0	0.002	0.0036	0.8179	0.002	0.049	0.0115	0.043	0.0	0.071	0.0	Source_2
69	L00588	fresh meat	fresh meat	0.0006666666666666666	0.001	0.0033333333333333335	0.5555	0.001	0.082	0.0035	0.205	0.001	0.147	0.0	Source_2
70	L00825	fresh meat	fresh meat	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Source_2
71	L00842	fresh meat	processed meat	0.0	0.001	0.0	0.215	0.0714	0.001	0.7046	0.004	0.0	0.003	0.0	Source_2
72	L00931	fresh meat	fresh meat	0.0	0.0	0.001	0.8904166666666667	0.0	0.00835608140312667	0.010583333333333332	0.001	0.0	0.0	0.0886439185968733	Source_2
73	L00959	fresh meat	fresh meat	0.0	0.0	0.0335	0.5850039682539685	0.009	0.0011003159515811818	0.357496031746032	0.0	0.0	0.0	0.013899684048418818	Source_2
74	L01275	dairy	dairy	0.985	0.0	0.001	0.001425	0.0	0.0	0.010575	0.002	0.0	0.0	0.0	Source_2
75	L01490	processed meat	processed meat	0.0	0.001	0.0	0.215	0.0714	0.001	0.7046	0.004	0.0	0.003	0.0	Source_2
76	L00299	processed meat	fresh meat	0.0	0.0	0.43133333333333335	0.5294023809523809	0.0016666666666666666	0.002	0.02459761904761905	0.004	0.0031666666666666666	0.0038333333333333336	0.0	Source_2
77	L00327	spices/herbs/vegetables	fresh meat	0.002	0.0	0.033966666666666666	0.6415595238095241	0.009	0.0	0.30447380952380965	0.009	0.0	0.0	0.0	Source_2
78	L00596	processed meat	fresh meat	0.0	0.0	0.02716666666666667	0.6520301587301588	0.008	0.0	0.3088031746031746	0.001	0.0	0.003	0.0	Source_2
79	L00829	fresh meat	fresh meat	0.0	0.0	0.0	0.9833535353535353	0.004	0.0002	0.009646464646464648	0.0008	0.0	0.001	0.001	Source_2
80	L01239	fresh meat	fresh meat	0.0	0.001	0.0003333333333333333	0.8826666666666667	0.014583333333333332	0.001	0.09941666666666665	0.001	0.0	0.0	0.0	Source_2
81	L00489	fresh meat	fresh meat	0.001	0.0	0.005	0.909266666666667	0.001	0.0	0.08373333333333334	0.0	0.0	0.0	0.0	Source_2
82	L00653	processed meat	processed meat	0.0	0.0	0.0	0.22770481564433967	0.002	0.001	0.7682951843556601	0.0	0.0	0.001	0.0	Source_2
83	L00871	processed meat	fresh meat	0.0	0.0	0.0	0.8649196248196247	0.0	0.0	0.07708037518037517	0.051	0.007	0.0	0.0	Source_2
84	L01650	trout	trout	0.0	0.0	0.0	0.0	0.0	0.0888659278164723	0.0	0.0	0.0	0.0	0.9111340721835296	Source_2
85	L00675	fresh meat	fresh meat	0.0	0.0	0.0	0.8643990196078432	0.0	0.0	0.13560098039215684	0.0	0.0	0.0	0.0	Source_2
86	L00930	processed meat	fresh meat	0.0	0.0	0.001	0.9030652518978606	0.0	0.0	0.08793474810213942	0.003	0.0	0.005	0.0	Source_2
87	L01004	fresh meat	processed meat	0.0	0.0	0.0	0.3455392857142852	0.0	0.0	0.6484607142857143	0.001	0.0	0.0	0.005	Source_2
88	L01187	processed meat	fresh meat	0.0	0.0	0.001	0.9030652518978606	0.0	0.0	0.08793474810213942	0.003	0.0	0.005	0.0	Source_2
89	L01238	trout	fresh meat	0.0	0.0	0.0	0.9784571428571428	0.021	0.0	0.0005428571428571429	0.0	0.0	0.0	0.0	Source_2
90	L01567	fresh meat	fresh meat	0.0	0.0	0.0	0.9887476190476191	0.0	0.0	0.011252380952380953	0.0	0.0	0.0	0.0	Source_2
0	L00288	salmon	salmon	0.0	0.0	0.0	0.06391666666666668	0.002	0.0	0.2380833333333333	0.683	0.0	0.003	0.01	Source_2
1	L00436	fresh meat	fresh meat	0.0	0.032	0.0	0.8912261904761906	0.025	0.011	0.03677380952380952	0.002	0.0	0.002	0.0	Source_2
2	L00658	fresh meat	fresh meat	0.0	0.0	0.0	0.8803984126984127	0.0	0.0	0.11960158730158729	0.0	0.0	0.0	0.0	Source_2
3	L00700	fresh meat	processed meat	0.0	0.0	0.0	0.31691367243867247	0.0	0.0	0.6830863275613277	0.0	0.0	0.0	0.0	Source_2
4	L00708	processed meat	processed meat	0.0	0.0	0.0	0.26570473415473417	0.0	0.0	0.7342952658452646	0.0	0.0	0.0	0.0	Source_2
5	L00730	processed meat	processed meat	0.0	0.0	0.0	0.3306	0.008	0.001	0.6404	0.006	0.0	0.014	0.0	Source_2
6	L00772	processed meat	processed meat	0.0	0.0	0.0	0.05706587301587303	0.0	0.0	0.9429341269841268	0.0	0.0	0.0	0.0	Source_2
7	L00840	processed meat	fresh meat	0.0	0.0	0.0	0.6616000000000001	0.017	0.003	0.2604	0.044	0.0	0.013	0.001	Source_2
8	L00920	processed meat	fresh meat	0.0	0.0	0.0	0.9690789682539682	0.001	0.0	0.029921031746031748	0.0	0.0	0.0	0.0	Source_2
9	L00925	fresh meat	fresh meat	0.0	0.0	0.0	0.946	0.027	0.011	0.011	0.003	0.0	0.002	0.0	Source_2
10	L00994	trout	trout	0.0	0.0	0.0	0.05174999999999999	0.0	0.0	0.25325	0.064	0.0	0.0	0.631	Source_2
11	L01003	fresh meat	processed meat	0.0	0.001	0.014	0.23242472613815487	0.02683333333333333	0.003	0.7012086071951785	0.009	0.001	0.011533333333333333	0.0	Source_2
12	L01029	fresh meat	fresh meat	0.0	0.0	0.0	0.7171139905029607	0.0	0.0	0.2828860094970387	0.0	0.0	0.0	0.0	Source_2
13	L01101	trout	trout	0.0	0.0	0.0	0.0012142857142857144	0.0	0.0	0.0027857142857142855	0.312	0.0	0.0	0.684	Source_2
14	L01102	trout	trout	0.0	0.0	0.0	0.05174999999999999	0.0	0.0	0.25325	0.064	0.0	0.0	0.631	Source_2
15	L01114	fresh meat	fresh meat	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Source_2
16	L01168	fresh meat	fresh meat	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Source_2
17	L01180	fresh meat	processed meat	0.0	0.0	0.0	0.4119137168387166	0.0	0.0	0.5880862831612832	0.0	0.0	0.0	0.0	Source_2
18	L01199	fresh meat	processed meat	0.0	0.0	0.0	0.4119137168387166	0.0	0.0	0.5880862831612832	0.0	0.0	0.0	0.0	Source_2
19	L01309	fresh meat	fresh meat	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Source_2
20	L01599	processed meat	processed meat	0.0	0.0	0.0	0.002	0.0	0.0	0.998	0.0	0.0	0.0	0.0	Source_2
21	L00389	processed meat	processed meat	0.0	0.0	0.0	0.2525277777777778	0.002	0.0	0.6134722222222222	0.132	0.0	0.0	0.0	Source_2
22	L00429	fresh meat	processed meat	0.0	0.0	0.0	0.37287420791727516	0.0	0.0	0.6271257920827246	0.0	0.0	0.0	0.0	Source_2
23	L00469	feces	salmon	0.0	0.0	0.0	0.26605921052631576	0.0	0.001	0.34694078947368423	0.385	0.0	0.001	0.0	Source_2
24	L00716	spices/herbs/vegetables	fresh meat	0.0	0.0	0.0	0.8920551566295762	0.0	0.0	0.10794484337042388	0.0	0.0	0.0	0.0	Source_2
25	L00786	processed meat	fresh meat	0.0	0.0	0.0	0.9283611471861476	0.0	0.0	0.0716388528138528	0.0	0.0	0.0	0.0	Source_2
26	L00852	herring	herring	0.0	0.0	0.0	0.004	0.99	0.0	0.003	0.0	0.001	0.001	0.001	Source_2
27	L00886	fresh meat	fresh meat	0.0	0.0	0.0	0.8146187740309404	0.0	0.0	0.185381225969062	0.0	0.0	0.0	0.0	Source_2
28	L00944	herring	herring	0.0	0.002	0.0	0.011	0.733	0.005	0.014	0.002	0.227	0.006	0.0	Source_2
29	L01094	fresh meat	fresh meat	0.0	0.0	0.0	0.8146187740309404	0.0	0.0	0.185381225969062	0.0	0.0	0.0	0.0	Source_2
30	L01134	fresh meat	fresh meat	0.0	0.0	0.0	0.8146187740309404	0.0	0.0	0.185381225969062	0.0	0.0	0.0	0.0	Source_2
31	L01147	fresh meat	fresh meat	0.0	0.0	0.0	0.9197191462383539	0.0	0.0	0.08028085376164733	0.0	0.0	0.0	0.0	Source_2
32	L01202	fresh meat	fresh meat	0.0	0.0	0.0	0.549298593073593	0.0	0.0	0.4507014069264068	0.0	0.0	0.0	0.0	Source_2
33	L01501	processed meat	fresh meat	0.0	0.001	0.0	0.46	0.014	0.214	0.15	0.003	0.0	0.009	0.149	Source_2
34	L01790	fresh meat	fresh meat	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Source_2
35	L00945	fresh meat	fresh meat	0.0	0.0	0.0	0.8146187740309404	0.0	0.0	0.185381225969062	0.0	0.0	0.0	0.0	Source_2
36	L00952	fresh meat	fresh meat	0.0	0.0	0.0	0.9197191462383539	0.0	0.0	0.08028085376164733	0.0	0.0	0.0	0.0	Source_2
37	L01032	salmon	salmon	0.0	0.003	0.001	0.017791666666666664	0.0	0.0	0.02020833333333333	0.958	0.0	0.0	0.0	Source_2
38	L01033	shrimp	processed meat	0.0	0.001	0.084	0.019666666666666666	0.176	0.186	0.5229833333333334	0.003	0.004	0.00335	0.0	Source_2
39	L01638	fresh meat	fresh meat	0.0	0.0	0.0	0.995	0.0	0.0	0.005	0.0	0.0	0.0	0.0	Source_2
40	L01749	fresh meat	fresh meat	0.0	0.0	0.0	0.995	0.0	0.0	0.005	0.0	0.0	0.0	0.0	Source_2
41	L01771	processed meat	processed meat	0.0	0.0	0.0	0.05706587301587303	0.0	0.0	0.9429341269841268	0.0	0.0	0.0	0.0	Source_2
42	L00328	spices/herbs/vegetables	fresh meat	0.004833333333333334	0.0	0.008	0.9276345971022442	0.001	0.0	0.043532069564422515	0.0	0.0	0.0	0.015	Source_2
43	L00340	salmon	salmon	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	Source_2
44	L00987	salmon	salmon	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	Source_2
45	L01164	fresh meat	processed meat	0.0	0.0	0.0	0.35685209790209793	0.002	0.0	0.6391479020979021	0.002	0.0	0.0	0.0	Source_2
46	L01618	fresh meat	fresh meat	0.0	0.0	0.0	0.8676	0.042	0.012	0.0554	0.013	0.0	0.009	0.001	Source_2
47	L01852	fresh meat	fresh meat	0.0	0.0	0.0	0.995	0.0	0.0	0.005	0.0	0.0	0.0	0.0	Source_2
48	L00455	fresh meat	fresh meat	0.0	0.0	0.0	0.6364077981259267	0.0	0.0	0.36359220187407393	0.0	0.0	0.0	0.0	Source_2
49	L01011	herring	fresh meat	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Source_2
50	L01013	fresh meat	fresh meat	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Source_2
51	L01122	processed meat	processed meat	0.0	0.0	0.0	0.002	0.0	0.0	0.998	0.0	0.0	0.0	0.0	Source_2
