	samples	labels	predictions	dairy	eel	feces	fresh meat	herring	mackerel	processed meat	salmon	shrimp	spices/herbs/vegetables	trout	experiment
52	L01167	processed meat	fresh meat	0.0	0.0	0.0	0.39494444444444443	0.214	0.0	0.0020555555555555553	0.386	0.0	0.003	0.0	Source_2
53	L01205	salmon	salmon	0.0	0.0	0.0	0.051944444444444446	0.002	0.0	5.555555555555555e-05	0.946	0.0	0.0	0.0	Source_2
54	L01437	mackerel	salmon	0.0	0.0	0.0	0.06594444444444444	0.003	0.0	5.555555555555555e-05	0.931	0.0	0.0	0.0	Source_2
55	L01849	trout	trout	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.043	0.0	0.0	0.957	Source_2
56	L01850	fresh meat	fresh meat	0.0	0.0	0.0	0.672328571428571	0.002	0.0	0.32467142857142806	0.001	0.0	0.0	0.0	Source_2
57	L00368	fresh meat	fresh meat	0.0	0.0	0.001	0.8608185064935068	0.0005	0.0002	0.1326814935064935	0.0028	0.0	0.002	0.0	Source_2
58	L00652	processed meat	fresh meat	0.0	0.0	0.0	0.9908333333333333	0.0	0.0	0.009166666666666667	0.0	0.0	0.0	0.0	Source_2
59	L00916	fresh meat	fresh meat	0.0	0.0	0.005	0.5437380952380955	0.004166666666666666	0.002	0.4075952380952379	0.014	0.014	0.0065	0.003	Source_2
60	L01466	feces	fresh meat	0.0	0.0	0.005	0.5437380952380955	0.004166666666666666	0.002	0.4075952380952379	0.014	0.014	0.0065	0.003	Source_2
61	L01837	salmon	salmon	0.0	0.0	0.0	0.003	0.0	0.0	0.004	0.993	0.0	0.0	0.0	Source_2
62	L00478	processed meat	processed meat	0.0	0.0	0.0055	0.259855952380952	0.0	0.0	0.7346440476190474	0.0	0.0	0.0	0.0	Source_2
63	L00399	salmon	salmon	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	Source_2
64	L00539	fresh meat	fresh meat	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Source_2
65	L01272	fresh meat	herring	0.0	0.0	0.0	0.081	0.907	0.001	0.007	0.002	0.001	0.001	0.0	Source_2
66	L00471	processed meat	processed meat	0.0	0.0	0.0055	0.259855952380952	0.0	0.0	0.7346440476190474	0.0	0.0	0.0	0.0	Source_2
67	L00491	processed meat	fresh meat	0.0	0.0	0.0	0.494952380952381	0.02856904761904762	0.0	0.4744785714285715	0.001	0.0	0.001	0.0	Source_2
68	L01005	fresh meat	fresh meat	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Source_2
69	L01071	fresh meat	fresh meat	0.0	0.0	0.0	0.524	0.001	0.0	0.004	0.463	0.0	0.0	0.008	Source_2
70	L01098	fresh meat	fresh meat	0.0	0.0	0.0	0.89325	0.0	0.008428163827018019	0.00375	0.0	0.0	0.001	0.09357183617298194	Source_2
71	L01115	fresh meat	fresh meat	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Source_2
72	L01193	fresh meat	fresh meat	0.008	0.0	0.07166666666666667	0.6960666666666667	0.023833333333333335	0.007666666666666667	0.16126666666666667	0.013	0.0028333333333333335	0.015666666666666666	0.0	Source_2
73	L01198	fresh meat	fresh meat	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Source_2
74	L01227	fresh meat	fresh meat	0.03001904761904762	0.0	0.09335714285714287	0.6142904761904763	0.011833333333333335	0.00825	0.12033333333333335	0.037	0.002	0.08291666666666667	0.0	Source_2
75	L01277	dairy	dairy	0.991	0.0	0.0	0.0	0.0	0.0	0.009	0.0	0.0	0.0	0.0	Source_2
76	L01485	fresh meat	fresh meat	0.0	0.0	0.0	0.7171139905029607	0.0	0.0	0.2828860094970387	0.0	0.0	0.0	0.0	Source_2
77	L00293	herring	herring	0.0	0.0	0.012	0.1808333333333333	0.616	0.0	0.1891666666666667	0.0	0.0	0.002	0.0	Source_2
78	L00487	fresh meat	fresh meat	0.0002	0.0	0.003	0.9690023809523809	0.0	0.0005	0.011797619047619048	0.002	0.0	0.0135	0.0	Source_2
79	L00380	salmon	salmon	0.014383333333333333	0.002	0.04980357142857143	0.15913095238095237	0.009333333333333332	0.001	0.09234880952380953	0.651	0.004058333333333334	0.016941666666666667	0.0	Source_2
80	L01059	fresh meat	fresh meat	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Source_2
81	L01340	salmon	fresh meat	0.0	0.06798333333333334	0.004	0.5095901960784314	0.026	0.094	0.08440980392156863	0.076	0.0	0.134	0.004016666666666667	Source_2
82	L01774	trout	trout	0.0	0.0	0.0	0.0	0.0	0.08027207111311406	0.0	0.0	0.0	0.0	0.9197279288868871	Source_2
83	L01809	eel	eel	0.0	0.608	0.0	0.012833333333333332	0.060149999999999995	0.0003333333333333333	0.3100166666666666	0.004	0.0005	0.004166666666666666	0.0	Source_2
84	L01619	processed meat	fresh meat	0.0	0.0	0.0	0.5114128787878788	0.0	0.0	0.48858712121212117	0.0	0.0	0.0	0.0	Source_2
85	L00444	processed meat	processed meat	0.0	0.0	0.0	0.2618041847041847	0.0	0.0	0.7381958152958152	0.0	0.0	0.0	0.0	Source_2
86	L00508	processed meat	processed meat	0.0	0.0	0.0	0.45142738095238083	0.0	0.0	0.5485726190476191	0.0	0.0	0.0	0.0	Source_2
87	L01055	processed meat	processed meat	0.0	0.0	0.0	0.2618041847041847	0.0	0.0	0.7381958152958152	0.0	0.0	0.0	0.0	Source_2
88	L01136	fresh meat	fresh meat	0.0	0.0	0.0	0.9997999999999999	0.0	0.0	0.0002	0.0	0.0	0.0	0.0	Source_2
89	L01156	fresh meat	fresh meat	0.0	0.0	0.0	0.9997999999999999	0.0	0.0	0.0002	0.0	0.0	0.0	0.0	Source_2
90	L01583	fresh meat	fresh meat	0.0	0.0	0.0	0.7588055555555548	0.0	0.0	0.24119444444444435	0.0	0.0	0.0	0.0	Source_2
0	L00537	fresh meat	fresh meat	0.0	0.0	0.0	0.5965446692196694	0.0	0.0	0.403455330780331	0.0	0.0	0.0	0.0	Source_2
1	L00656	fresh meat	fresh meat	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Source_2
2	L00663	fresh meat	fresh meat	0.0	0.0	0.0	0.9773396825396823	0.0	0.0	0.022660317460317457	0.0	0.0	0.0	0.0	Source_2
3	L00688	processed meat	fresh meat	0.0	0.0	0.0	0.8832254238408656	0.0	0.0	0.11677457615913539	0.0	0.0	0.0	0.0	Source_2
4	L00799	fresh meat	processed meat	0.0	0.0	0.0	0.3943157758907753	0.0	0.0	0.6056842241092238	0.0	0.0	0.0	0.0	Source_2
5	L00823	fresh meat	processed meat	0.0	0.0	0.002	0.407	0.0	0.0	0.588	0.003	0.0	0.0	0.0	Source_2
6	L00999	fresh meat	fresh meat	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Source_2
7	L01019	fresh meat	fresh meat	0.0	0.0	0.0	0.7730499999999999	0.001	0.002	0.12195	0.02	0.004	0.003	0.075	Source_2
8	L01043	processed meat	fresh meat	0.0	0.0	0.0	0.8001561507936498	0.0	0.0	0.1998438492063491	0.0	0.0	0.0	0.0	Source_2
9	L01108	fresh meat	fresh meat	0.0	0.0	0.001	0.874	0.0	0.0	0.125	0.0	0.0	0.0	0.0	Source_2
10	L01117	fresh meat	fresh meat	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Source_2
11	L01496	trout	fresh meat	0.005716666666666667	0.0	0.003	0.9882833333333332	0.0	0.0	0.0	0.0	0.0	0.003	0.0	Source_2
12	L00297	salmon	salmon	0.0	0.0	0.0	0.013	0.002	0.002333333333333333	0.003	0.9796666666666668	0.0	0.0	0.0	Source_2
13	L00460	fresh meat	fresh meat	0.0	0.0	0.001	0.9585	0.001	0.008	0.0255	0.005	0.0	0.001	0.0	Source_2
14	L00490	spices/herbs/vegetables	fresh meat	0.0	0.0	0.0	0.814	0.002	0.0	0.151	0.011	0.0	0.022	0.0	Source_2
15	L00615	herring	herring	0.0	0.0005	0.0	0.007	0.991	0.0	0.001	0.0	0.0	0.0	0.0005	Source_2
16	L00651	processed meat	fresh meat	0.0	0.0	0.001	0.9185	0.001	0.008	0.0515	0.019	0.0	0.001	0.0	Source_2
17	L00705	processed meat	fresh meat	0.0	0.005	0.0	0.8565	0.027	0.023	0.0595	0.008	0.005	0.016	0.0	Source_2
18	L00727	fresh meat	fresh meat	0.0	0.0	0.0	0.8340138473871731	0.0	0.0	0.16598615261282915	0.0	0.0	0.0	0.0	Source_2
19	L00811	processed meat	processed meat	0.0	0.0	0.0	0.008	0.0	0.0	0.992	0.0	0.0	0.0	0.0	Source_2
20	L00832	processed meat	fresh meat	0.0	0.0	0.0	0.8164290236921984	0.0	0.0	0.18357097630780414	0.0	0.0	0.0	0.0	Source_2
21	L00860	salmon	salmon	0.0	0.0	0.0	0.004	0.001	0.002	0.001	0.985	0.0	0.0	0.007	Source_2
22	L00876	processed meat	fresh meat	0.0	0.002	0.0	0.826	0.001	0.035	0.125	0.006	0.0	0.005	0.0	Source_2
23	L00888	herring	shrimp	0.0	0.0	0.0	0.074	0.428	0.012	0.011	0.004	0.465	0.006	0.0	Source_2
24	L00900	trout	fresh meat	0.0	0.001	0.0	0.39258333333333334	0.027	0.315	0.24341666666666667	0.001	0.002	0.017	0.001	Source_2
25	L01042	fresh meat	processed meat	0.0	0.0	0.0	0.276525	0.0	0.0	0.7194750000000001	0.002	0.002	0.0	0.0	Source_2
26	L01070	processed meat	processed meat	0.0	0.0	0.0	0.19983427960927944	0.0	0.0	0.8001657203907209	0.0	0.0	0.0	0.0	Source_2
27	L01092	salmon	eel	0.0	0.633	0.0	0.254	0.0	0.0	0.003	0.11	0.0	0.0	0.0	Source_2
28	L01321	fresh meat	fresh meat	0.0	0.0	0.0	0.6808896825396824	0.001	0.000375	0.3171103174603172	0.000625	0.0	0.0	0.0	Source_2
29	L01363	salmon	salmon	0.0	0.0	0.0	0.014	0.0	0.0	0.041	0.945	0.0	0.0	0.0	Source_2
30	L01612	fresh meat	fresh meat	0.0	0.0	0.0	0.9298612938365458	0.0	0.0	0.07013870616345448	0.0	0.0	0.0	0.0	Source_2
31	L01814	fresh meat	fresh meat	0.0	0.0	0.0	0.5003892329892328	0.0	0.0	0.4996107670107672	0.0	0.0	0.0	0.0	Source_2
32	L01815	salmon	fresh meat	0.0	0.0	0.0	0.9784479853479854	0.002	0.0005	0.01855201465201465	0.0005	0.0	0.0	0.0	Source_2
33	L00384	trout	salmon	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.885	0.0	0.0	0.114	Source_2
34	L00533	processed meat	processed meat	0.0	0.0	0.0	0.008	0.0	0.0	0.992	0.0	0.0	0.0	0.0	Source_2
35	L00736	fresh meat	fresh meat	0.0	0.0	0.0	0.8283175571245499	0.0	0.0	0.1716824428754522	0.0	0.0	0.0	0.0	Source_2
36	L00802	fresh meat	fresh meat	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Source_2
37	L00873	processed meat	processed meat	0.0	0.0	0.0	0.12616666666666665	0.0	0.0008242424242424243	0.8688333333333333	0.0031757575757575757	0.0	0.0	0.001	Source_2
38	L00884	fresh meat	fresh meat	0.0	0.0	0.0	0.8340138473871731	0.0	0.0	0.16598615261282915	0.0	0.0	0.0	0.0	Source_2
39	L01089	fresh meat	fresh meat	0.0	0.0	0.001	0.6625833333333334	0.001	0.0	0.33441666666666664	0.0	0.0	0.001	0.0	Source_2
40	L01288	fresh meat	fresh meat	0.0015	0.0	0.005	0.8728093795093798	0.001	0.00016666666666666666	0.1146906204906205	0.0028333333333333335	0.0	0.002	0.0	Source_2
41	L01600	fresh meat	fresh meat	0.0	0.0	0.0	0.9177608185286992	0.0	0.0	0.038239181471300884	0.0	0.0	0.044	0.0	Source_2
42	L01625	mackerel	herring	0.0	0.001	0.112	0.028375	0.478	0.0009	0.194625	0.0031	0.179	0.003	0.0	Source_2
43	L01855	salmon	salmon	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7263499999999999	0.0	0.0	0.27365	Source_2
44	L00309	salmon	fresh meat	0.0	0.0	0.0	0.5107142857142857	0.01	0.0	0.011285714285714284	0.468	0.0	0.0	0.0	Source_2
45	L00620	feces	processed meat	0.0	0.0	0.001	0.117	0.003	0.0	0.879	0.0	0.0	0.0	0.0	Source_2
46	L00939	fresh meat	fresh meat	0.0	0.011	0.0	0.9323333333333332	0.001	0.014	0.004666666666666666	0.004	0.0	0.033	0.0	Source_2
47	L01053	fresh meat	fresh meat	0.0	0.0006666666666666666	0.028	0.4354762003750949	0.101	0.04369007936507938	0.16952379962490505	0.1923099206349207	0.017	0.005	0.007333333333333333	Source_2
48	L01244	fresh meat	fresh meat	0.0	0.0	0.0	0.8602074612790759	0.0	0.0	0.1397925387209246	0.0	0.0	0.0	0.0	Source_2
49	L01489	eel	eel	0.0	0.64	0.002	0.25123015873015875	0.0	0.0	0.09476984126984128	0.012	0.0	0.0	0.0	Source_2
50	L01639	fresh meat	fresh meat	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Source_2
51	L00385	fresh meat	fresh meat	0.0	0.0	0.0	0.6382442335281924	0.0	0.0	0.3617557664718084	0.0	0.0	0.0	0.0	Source_2
52	L00667	processed meat	fresh meat	0.0	0.0	0.0	0.5502666666666666	0.0	0.0	0.44973333333333354	0.0	0.0	0.0	0.0	Source_2
53	L00681	shrimp	shrimp	0.0	0.0	0.0	0.152	0.004	0.0	0.001	0.0	0.843	0.0	0.0	Source_2
54	L00762	fresh meat	herring	0.0	0.0	0.0	0.359	0.624	0.0	0.004	0.013	0.0	0.0	0.0	Source_2
55	L00785	processed meat	spices/herbs/vegetables	0.0	0.0	0.002	0.09603820346320346	0.002	0.0034787962037962044	0.022961796536796534	0.014521203796203799	0.001	0.858	0.0	Source_2
56	L01100	processed meat	processed meat	0.0	0.0	0.0	0.0005	0.0	0.0	0.9995	0.0	0.0	0.0	0.0	Source_2
57	L01773	fresh meat	fresh meat	0.0	0.0	0.0	0.956	0.022	0.0	0.006	0.016	0.0	0.0	0.0	Source_2
58	L00485	fresh meat	fresh meat	0.0	0.0	0.0	0.994	0.001	0.0	0.005	0.0	0.0	0.0	0.0	Source_2
59	L00794	fresh meat	fresh meat	0.0	0.0	0.0	0.7443963203463204	0.0	0.0	0.2556036796536795	0.0	0.0	0.0	0.0	Source_2
60	L01811	fresh meat	fresh meat	0.0	0.001	0.001	0.8573333333333333	0.011	0.009	0.04166666666666667	0.068	0.0	0.011	0.0	Source_2
61	L00462	fresh meat	fresh meat	0.0035	0.004	0.0056	0.8848168831168831	0.001	0.001	0.08008311688311687	0.007	0.0025	0.0085	0.002	Source_2
62	L00493	processed meat	processed meat	0.0	0.0	0.004333333333333333	0.030083333333333333	0.021	0.001	0.9365833333333333	0.002	0.004	0.001	0.0	Source_2
63	L00538	fresh meat	fresh meat	0.0035	0.004	0.0056	0.8848168831168831	0.001	0.001	0.08008311688311687	0.007	0.0025	0.0085	0.002	Source_2
64	L00395	spices/herbs/vegetables	fresh meat	0.0	0.0	0.008	0.6163333333333334	0.00475	0.1795523809523809	0.007666666666666666	0.001	0.001	0.18169761904761914	0.0	Source_2
65	L00809	fresh meat	fresh meat	0.0	0.0016666666666666666	0.006	0.9040747179795574	0.01	0.0	0.05092528202044288	0.008	0.0	0.016	0.003333333333333333	Source_2
66	L00824	herring	herring	0.0	0.0	0.001	0.2906111111111111	0.698	0.00025	0.0033888888888888888	0.00475	0.0	0.0	0.002	Source_2
67	L01049	fresh meat	fresh meat	0.0	0.001	0.003333333333333333	0.9218333333333335	0.0006666666666666666	0.0359	0.006833333333333333	0.002	0.0	0.028433333333333335	0.0	Source_2
68	L01078	fresh meat	fresh meat	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Source_2
69	L01143	fresh meat	fresh meat	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Source_2
70	L00738	processed meat	processed meat	0.0	0.0	0.255	0.287	0.056	0.0	0.387	0.0	0.0	0.015	0.0	Source_2
71	L00977	fresh meat	fresh meat	0.001	0.0	0.0	0.952	0.0	0.0	0.006	0.0	0.0	0.04	0.001	Source_2
72	L01085	fresh meat	fresh meat	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Source_2
73	L01276	dairy	dairy	0.995	0.0	0.002	0.0	0.0	0.0	0.002	0.0	0.0	0.001	0.0	Source_2
74	L01499	fresh meat	fresh meat	0.0	0.001	0.0013333333333333333	0.9074083333333337	0.0003333333333333333	0.0006666666666666666	0.08525833333333332	0.002	0.0006666666666666666	0.0013333333333333333	0.0	Source_2
75	L01609	trout	trout	0.0	0.0	0.0	0.0	0.0	0.09305018863093592	0.0	0.0	0.0	0.0	0.9069498113690654	Source_2
76	L00307	salmon	fresh meat	0.0	0.001	0.002	0.4873333333333334	0.00075	0.23366666666666666	0.027666666666666666	0.009	0.0015	0.2370833333333333	0.0	Source_2
77	L00464	processed meat	processed meat	0.0	0.055	0.0	0.14822481962481962	0.0	0.0	0.6467751803751803	0.049	0.02743333333333333	0.07356666666666667	0.0	Source_2
78	L00834	processed meat	fresh meat	0.008	0.0	0.04666666666666666	0.8244027777777779	0.006	0.003999999999999999	0.08593055555555555	0.002	0.0025166666666666666	0.020483333333333333	0.0	Source_2
79	L01024	fresh meat	processed meat	0.0	0.0	0.255	0.287	0.056	0.0	0.387	0.0	0.0	0.015	0.0	Source_2
80	L01285	fresh meat	fresh meat	0.001	0.0	0.0	0.952	0.0	0.0	0.006	0.0	0.0	0.04	0.001	Source_2
81	L01374	herring	processed meat	0.0	0.055	0.0	0.14822481962481962	0.0	0.0	0.6467751803751803	0.049	0.02743333333333333	0.07356666666666667	0.0	Source_2
82	L00379	salmon	salmon	0.0173	0.003	0.030800000000000004	0.14603780663780666	0.013	0.0015	0.11286219336219336	0.648	0.004833333333333334	0.022666666666666665	0.0	Source_2
83	L00640	feces	processed meat	0.01477222222222222	0.0	0.15373333333333333	0.21823730158730154	0.012	0.003	0.5012571428571428	0.071	0.0094	0.0166	0.0	Source_2
84	L01007	fresh meat	fresh meat	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Source_2
85	L01613	processed meat	fresh meat	0.0	0.0	0.002	0.9465833333333332	0.0	0.0	0.009416666666666667	0.0	0.0	0.041	0.001	Source_2
86	L01688	trout	trout	0.0	0.0	0.0	0.0	0.0	0.09305018863093592	0.0	0.0	0.0	0.0	0.9069498113690654	Source_2
87	L00676	processed meat	fresh meat	0.0	0.0	0.0	0.984953216374269	0.0	0.0002	0.010046783625730993	0.0018	0.0	0.003	0.0	Source_2
88	L01047	fresh meat	fresh meat	0.0	0.0	0.0	0.9541333333333333	0.036	0.0	0.007866666666666668	0.0	0.0	0.0	0.002	Source_2
89	L01264	processed meat	processed meat	0.0	0.0	0.0	0.032075396825396826	0.0	0.0	0.9679246031746035	0.0	0.0	0.0	0.0	Source_2
90	L01547	fresh meat	fresh meat	0.0	0.0	0.0	0.7625254717504714	0.0	0.0	0.23747452824952806	0.0	0.0	0.0	0.0	Source_2
0	L80	fresh meat	fresh meat	0.0	0.0	0.0	0.968	0.014	0.004	0.01	0.001	0.0	0.001	0.002	Source_2
1	L00572	fresh meat	fresh meat	0.0	0.0	0.0	0.5936043456543458	0.0	0.0	0.4063956543456541	0.0	0.0	0.0	0.0	Source_2
2	L00619	fresh meat	processed meat	0.0	0.0	0.0	0.3239623376623376	0.0	0.001	0.6750376623376623	0.0	0.0	0.0	0.0	Source_2
3	L00737	processed meat	processed meat	0.0	0.0	0.0	0.199	0.004	0.003	0.706	0.071	0.007	0.003	0.007	Source_2
4	L00826	fresh meat	fresh meat	0.0	0.0	0.0	0.7499475129445718	0.0	0.0	0.25005248705542826	0.0	0.0	0.0	0.0	Source_2
5	L00858	processed meat	processed meat	0.0	0.0	0.0	0.2574865440115436	0.0	0.0	0.7425134559884548	0.0	0.0	0.0	0.0	Source_2
6	L00861	fresh meat	processed meat	0.0	0.0	0.0	0.199	0.004	0.003	0.706	0.071	0.007	0.003	0.007	Source_2
7	L00875	processed meat	fresh meat	0.0	0.0	0.0	0.5050428571428568	0.0	0.0	0.4949571428571432	0.0	0.0	0.0	0.0	Source_2
8	L00892	processed meat	fresh meat	0.0	0.0	0.0	0.5050428571428568	0.0	0.0	0.4949571428571432	0.0	0.0	0.0	0.0	Source_2
9	L00906	processed meat	processed meat	0.0	0.0	0.007	0.4899071428571426	0.0	0.0	0.5030928571428573	0.0	0.0	0.0	0.0	Source_2
10	L00972	fresh meat	fresh meat	0.0	0.0	0.001	0.6039770079920082	0.0	0.0	0.3950229920079917	0.0	0.0	0.0	0.0	Source_2
11	L01018	trout	trout	0.0	0.0	0.0	0.018857142857142857	0.0	0.0	0.07914285714285714	0.033	0.0	0.0	0.869	Source_2
12	L01113	fresh meat	fresh meat	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Source_2
13	L01201	fresh meat	fresh meat	0.0	0.0	0.0	0.924	0.017	0.001	0.042	0.013	0.0	0.003	0.0	Source_2
14	L01228	trout	eel	0.0	0.864	0.0	0.022	0.0	0.004	0.001	0.033	0.074	0.002	0.0	Source_2
15	L01371	fresh meat	fresh meat	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Source_2
16	L01393	fresh meat	processed meat	0.0	0.0	0.0	0.051	0.0	0.0	0.949	0.0	0.0	0.0	0.0	Source_2
17	L01394	processed meat	fresh meat	0.0	0.0	0.0	0.925066666666667	0.0	0.0	0.07493333333333334	0.0	0.0	0.0	0.0	Source_2
18	L01469	fresh meat	fresh meat	0.0	0.0	0.0	0.94195	0.0	0.0	0.058050000000000004	0.0	0.0	0.0	0.0	Source_2
19	L01611	fresh meat	fresh meat	0.0	0.0	0.0	0.5050428571428568	0.0	0.0	0.4949571428571432	0.0	0.0	0.0	0.0	Source_2
20	L00289	trout	salmon	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.895	0.0	0.0	0.104	Source_2
21	L00362	processed meat	fresh meat	0.0	0.0	0.0	0.6535	0.003	0.034	0.2575	0.0	0.033	0.002	0.017	Source_2
22	L00461	fresh meat	fresh meat	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Source_2
23	L00488	fresh meat	fresh meat	0.0	0.0	0.001	0.997	0.0	0.0	0.002	0.0	0.0	0.0	0.0	Source_2
24	L00672	fresh meat	fresh meat	0.0	0.003	0.0	0.476	0.003	0.047	0.003	0.016	0.0	0.448	0.004	Source_2
25	L00691	fresh meat	fresh meat	0.0	0.0	0.0	0.922	0.004	0.004	0.056	0.001	0.0	0.005	0.008	Source_2
26	L00693	fresh meat	fresh meat	0.0	0.0	0.001	0.6817319124423963	0.009416666666666669	0.0008666666666666667	0.281851420890937	0.024133333333333333	0.0	0.0	0.001	Source_2
27	L00750	processed meat	fresh meat	0.0	0.0	0.0	0.9397461897546778	0.0	0.0	0.06025381024532384	0.0	0.0	0.0	0.0	Source_2
28	L00782	fresh meat	fresh meat	0.0	0.0	0.0	0.9397461897546778	0.0	0.0	0.06025381024532384	0.0	0.0	0.0	0.0	Source_2
29	L00856	fresh meat	fresh meat	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Source_2
30	L01189	salmon	salmon	0.0	0.0	0.0	0.042293333333333336	0.0	0.0	0.09570666666666666	0.861	0.001	0.0	0.0	Source_2
31	L01190	salmon	salmon	0.0	0.0	0.0	0.042293333333333336	0.0	0.0	0.09570666666666666	0.861	0.001	0.0	0.0	Source_2
32	L01232	herring	herring	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	Source_2
33	L01408	fresh meat	fresh meat	0.0	0.0	0.0	0.9212777323028576	0.0	0.0	0.07872226769714318	0.0	0.0	0.0	0.0	Source_2
34	L00373	fresh meat	fresh meat	0.0	0.003	0.0	0.98	0.001	0.009	0.001	0.001	0.0	0.005	0.0	Source_2
35	L00674	processed meat	fresh meat	0.0	0.0	0.004	0.879125	0.0005	0.0	0.114375	0.001	0.001	0.0	0.0	Source_2
36	L00709	processed meat	fresh meat	0.0	0.0	0.0	0.9397461897546778	0.0	0.0	0.06025381024532384	0.0	0.0	0.0	0.0	Source_2
37	L00735	eel	fresh meat	0.0	0.007	0.0	0.513	0.01	0.28	0.034	0.126	0.0	0.029	0.001	Source_2
38	L00893	fresh meat	fresh meat	0.0	0.0	0.0	0.9212777323028576	0.0	0.0	0.07872226769714318	0.0	0.0	0.0	0.0	Source_2
39	L01052	salmon	salmon	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.997	0.0	0.0	0.0	Source_2
40	L01237	fresh meat	fresh meat	0.0	0.001	0.0	0.504	0.013	0.031	0.347	0.003	0.003	0.004	0.094	Source_2
41	L01284	fresh meat	fresh meat	0.0	0.0	0.0	0.984	0.0	0.0	0.016	0.0	0.0	0.0	0.0	Source_2
42	L01432	fresh meat	fresh meat	0.0	0.0	0.0	0.984	0.0	0.0	0.016	0.0	0.0	0.0	0.0	Source_2
43	L00447	fresh meat	fresh meat	0.0	0.003	0.001	0.977	0.002	0.009	0.001	0.002	0.0	0.005	0.0	Source_2
44	L00719	salmon	salmon	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	Source_2
45	L00725	salmon	salmon	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	Source_2
46	L00755	processed meat	fresh meat	0.0	0.0	0.0	0.6911131608109374	0.0	0.0	0.30888683918906457	0.0	0.0	0.0	0.0	Source_2
47	L00780	fresh meat	fresh meat	0.0	0.0	0.0	0.8824899165888856	0.0	0.0	0.11751008341111491	0.0	0.0	0.0	0.0	Source_2
48	L00883	salmon	salmon	0.0	0.0	0.0	0.017962662337662336	0.002	0.32207499999999967	0.01545400432900433	0.6379249999999999	0.001	0.003583333333333333	0.0	Source_2
49	L00948	fresh meat	processed meat	0.0	0.0	0.0	0.3807852504365359	0.0	0.0	0.6192147495634642	0.0	0.0	0.0	0.0	Source_2
50	L01165	salmon	salmon	0.0	0.0	0.0	0.017962662337662336	0.002	0.32207499999999967	0.01545400432900433	0.6379249999999999	0.001	0.003583333333333333	0.0	Source_2
51	L01395	fresh meat	fresh meat	0.0	0.0	0.002	0.6891923875568438	0.001	0.0	0.3048076124431582	0.003	0.0	0.0	0.0	Source_2
52	L01729	fresh meat	fresh meat	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Source_2
53	L00880	processed meat	processed meat	0.0	0.0	0.42818571428571445	0.12233333333333332	0.0006666666666666666	0.0	0.44581428571428555	0.003	0.0	0.0	0.0	Source_2
54	L01012	fresh meat	fresh meat	0.0	0.0	0.0	0.998	0.002	0.0	0.0	0.0	0.0	0.0	0.0	Source_2
55	L01144	processed meat	processed meat	0.0	0.0	0.0	0.002	0.0	0.0	0.998	0.0	0.0	0.0	0.0	Source_2
56	L01768	herring	herring	0.0	0.003	0.0	0.037	0.906	0.001	0.006	0.005	0.0	0.04	0.002	Source_2
57	L00575	fresh meat	fresh meat	0.0	0.0	0.0	0.9116603174603175	0.0	0.0	0.08533968253968252	0.002	0.0	0.001	0.0	Source_2
58	L00870	fresh meat	fresh meat	0.0	0.0	0.0	0.6210150793650793	0.001	0.0	0.3759849206349207	0.0	0.0	0.002	0.0	Source_2
